Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3, Node4, Magnitude4, Angle4, pu4
"B2397", 0, 1,    218.543,   -1.4,         0, 2,     218.44, -122.6,         0, 3,      225.5,  119.3,         0, 4,    5.04279, -111.8,         0
"B1211", 0, 1,    195.897,   -1.2,         0, 2,    202.318, -120.7,         0, 3,    195.051,  118.6,         0, 4,    4.10771,   62.6,         0
"B2006", 0, 1,    199.519,   -3.3,         0, 2,    217.451, -121.3,         0, 3,    212.705,  119.0,         0, 4,    7.76612,  -14.0,         0
"B3057", 0, 1,    187.873,   -2.9,         0, 2,     195.91, -121.6,         0, 3,    187.393,  117.1,         0, 4,    3.80055,   17.3,         0
"B3051", 0, 1,    192.752,   -1.8,         0, 2,    200.247, -120.7,         0, 3,    191.328,  117.9,         0, 4,    4.77645,   55.9,         0
"B1801", 0, 1,    227.156,   -0.7,         0, 2,    226.882, -120.5,         0, 3,    225.136,  119.0,         0, 4,    2.61558,  134.7,         0
"B1709", 0, 1,    229.638,   -0.3,         0, 2,    229.741, -120.3,         0, 3,    229.609,  119.7,         0, 4,    1.17924,  110.9,         0
"B759", 0, 1,    229.635,   -0.3,         0, 2,    229.738, -120.3,         0, 3,    229.605,  119.7,         0, 4,    1.17874,  110.9,         0
"B1557", 0, 1,    227.431,   -0.7,         0, 2,    227.386, -120.5,         0, 3,    226.079,  119.1,         0, 4,    1.89895,  127.2,         0
"B257", 0, 1,    190.927,   -2.2,         0, 2,     197.95, -121.1,         0, 3,    190.216,  117.8,         0, 4,    3.57427,   36.0,         0
"B2417", 0, 1,    186.359,   -3.0,         0, 2,     193.29, -121.6,         0, 3,    184.746,  117.0,         0, 4,    2.68933,   20.5,         0
"B2137", 0, 1,    189.145,   -2.7,         0, 2,    196.379, -121.4,         0, 3,    187.563,  117.2,         0, 4,    3.10828,   34.6,         0
"B1723", 0, 1,     193.31,   -1.8,         0, 2,    200.342, -120.7,         0, 3,    191.139,  117.9,         0, 4,    4.65441,   64.7,         0
"B1925", 0, 1,    195.897,   -1.2,         0, 2,    202.318, -120.7,         0, 3,    195.051,  118.6,         0, 4,    4.10771,   62.6,         0
"B847", 0, 1,    217.503,   -1.3,         0, 2,    214.255, -123.5,         0, 3,    225.725,  119.3,         0, 4,    9.05039, -111.5,         0
"B2592", 0, 1,    199.512,   -3.3,         0, 2,    217.693, -121.3,         0, 3,    212.209,  119.0,         0, 4,    7.46457,   -9.8,         0
"B1872", 0, 1,    227.152,   -0.7,         0, 2,    226.873, -120.5,         0, 3,    225.093,  118.9,         0, 4,    2.66509,  135.0,         0
"B508", 0, 1,    200.737,   -2.6,         0, 2,     218.51, -121.1,         0, 3,    213.628,  119.0,         0, 4,    8.14516,    1.8,         0
"B3277", 0, 1,    217.939,   -1.3,         0, 2,     215.48, -123.3,         0, 3,    225.655,  119.3,         0, 4,    7.97875, -111.6,         0
"B3376", 0, 1,    227.181,   -0.7,         0, 2,    226.934, -120.5,         0, 3,    224.702,  119.0,         0, 4,    2.98547,  129.6,         0
"B833", 0, 1,    185.096,   -3.0,         0, 2,    192.131, -121.7,         0, 3,    184.749,  117.0,         0, 4,    3.19967,   -1.9,         0
"B2249", 0, 1,    197.328,   -3.7,         0, 2,    217.379, -121.4,         0, 3,    212.023,  119.0,         0, 4,    9.16121,  -14.7,         0
"B95", 0, 1,    197.795,   -3.7,         0, 2,    217.364, -121.4,         0, 3,    212.024,  119.0,         0, 4,    8.73462,  -15.4,         0
"B1475", 0, 1,    189.715,   -2.4,         0, 2,    197.285, -121.2,         0, 3,    189.199,  117.6,         0, 4,    3.89551,   30.1,         0
"B3385", 0, 1,    220.245,   -1.4,         0, 2,    222.105, -121.8,         0, 3,    225.936,  119.3,         0, 4,    2.28975, -102.7,         0
"B2869", 0, 1,    229.552,   -0.3,         0, 2,    229.651, -120.3,         0, 3,    229.754,  119.7,         0, 4,    1.04723,  101.5,         0
"B892", 0, 1,    229.547,   -0.3,         0, 2,    229.648, -120.3,         0, 3,    229.752,  119.7,         0, 4,    1.04594,  101.5,         0
"B2753", 0, 1,     189.14,   -2.7,         0, 2,    196.369, -121.4,         0, 3,    186.771,  117.2,         0, 4,    3.22443,   48.5,         0
"B89", 0, 1,    220.572,   -1.3,         0, 2,    222.637, -121.7,         0, 3,    226.007,  119.3,         0, 4,    1.95764, -100.6,         0
"B1502", 0, 1,    197.791,   -3.7,         0, 2,    216.861, -121.4,         0, 3,    212.017,  119.0,         0, 4,    8.60847,  -18.9,         0
"B2647", 0, 1,    218.344,   -1.3,         0, 2,    216.597, -123.0,         0, 3,    225.493,  119.3,         0, 4,    6.88285, -113.9,         0
"B907", 0, 1,    188.722,   -2.6,         0, 2,    196.769, -121.3,         0, 3,    187.989,  117.4,         0, 4,    4.03043,   30.7,         0
"B2040", 0, 1,    189.047,   -2.6,         0, 2,     196.76, -121.3,         0, 3,    187.653,  117.4,         0, 4,    3.76448,   38.3,         0
"B2321", 0, 1,    217.933,   -1.3,         0, 2,    215.198, -123.3,         0, 3,     225.66,  119.3,         0, 4,    8.24766, -111.8,         0
"B1968", 0, 1,    192.934,   -1.9,         0, 2,    200.245, -120.7,         0, 3,    191.186,  117.9,         0, 4,    4.73172,   59.6,         0
"B1855", 0, 1,    196.659,   -3.6,         0, 2,    217.596, -121.4,         0, 3,    212.343,  119.0,         0, 4,    10.1085,  -11.5,         0
"B2868", 0, 1,    188.856,   -2.8,         0, 2,    195.735, -121.5,         0, 3,     187.51,  117.1,         0, 4,    2.78215,   20.1,         0
"B100", 0, 1,    217.299,   -1.3,         0, 2,    214.312, -123.6,         0, 3,    225.697,  119.3,         0, 4,    8.89103, -111.4,         0
"B792", 0, 1,     200.94,   -2.9,         0, 2,    218.178, -121.2,         0, 3,    213.792,  119.0,         0, 4,    7.65261,   -6.8,         0
"B787", 0, 1,    223.115,   -1.2,         0, 2,    225.976, -121.0,         0, 3,    226.605,  119.4,         0, 4,   0.480291,  -46.2,         0
"B3303", 0, 1,    188.724,   -2.9,         0, 2,    195.894, -121.6,         0, 3,     187.39,  117.1,         0, 4,    3.00646,   22.0,         0
"B1632", 0, 1,    188.821,   -2.7,         0, 2,    196.388, -121.4,         0, 3,     187.87,  117.2,         0, 4,    3.40465,   26.4,         0
"B1505", 0, 1,    218.046,   -2.1,         0, 2,    224.304, -121.2,         0, 3,    222.939,  119.2,         0, 4,    1.56398,  -56.8,         0
"B1017", 0, 1,    226.623,   -0.8,         0, 2,    225.628, -120.7,         0, 3,    225.243,  118.9,         0, 4,     1.4464,  148.9,         0
"B2717", 0, 1,    187.044,   -2.9,         0, 2,    193.439, -121.6,         0, 3,    184.909,  117.0,         0, 4,    2.18884,   26.8,         0
"B3200", 0, 1,    193.564,   -1.7,         0, 2,    200.481, -120.7,         0, 3,    191.906,  118.0,         0, 4,    4.37316,   59.7,         0
"B286", 0, 1,    218.049,   -2.1,         0, 2,    224.858, -121.2,         0, 3,    222.939,  119.2,         0, 4,    1.34949,  -36.2,         0
"B3005", 0, 1,    192.615,   -1.9,         0, 2,    200.249, -120.7,         0, 3,    191.186,  117.9,         0, 4,    4.90036,   56.3,         0
"B1416", 0, 1,    217.971,   -1.3,         0, 2,    215.432, -123.2,         0, 3,    225.625,  119.3,         0, 4,    7.99746, -112.2,         0
"B2431", 0, 1,    197.518,   -3.7,         0, 2,      217.5, -121.4,         0, 3,     211.75,  119.0,         0, 4,    8.63652,  -13.9,         0
"B1269", 0, 1,    192.934,   -1.9,         0, 2,    200.245, -120.7,         0, 3,    191.186,  117.9,         0, 4,    4.73172,   59.6,         0
"B798", 0, 1,    189.138,   -2.7,         0, 2,    196.366, -121.4,         0, 3,     186.45,  117.2,         0, 4,    3.32221,   53.8,         0
"B3070", 0, 1,    187.717,   -2.9,         0, 2,    195.913, -121.6,         0, 3,    187.394,  117.1,         0, 4,    3.94794,   16.6,         0
"B1572", 0, 1,    217.934,   -1.3,         0, 2,    215.209, -123.3,         0, 3,     225.66,  119.3,         0, 4,    8.23735, -111.8,         0
"B2174", 0, 1,     216.44,   -1.4,         0, 2,    214.323, -123.6,         0, 3,    225.419,  119.3,         0, 4,    8.29337, -108.2,         0
"B1837", 0, 1,    189.138,   -2.7,         0, 2,    196.366, -121.4,         0, 3,    186.457,  117.2,         0, 4,    3.31989,   53.7,         0
"B1643", 0, 1,    226.832,   -0.7,         0, 2,     226.36, -120.6,         0, 3,    224.482,  118.9,         0, 4,    2.68649,  130.7,         0
"B94", 0, 1,    194.003,   -1.5,         0, 2,    201.272, -120.7,         0, 3,    193.157,  118.2,         0, 4,     4.5774,   56.9,         0
"B790", 0, 1,    226.622,   -0.8,         0, 2,    225.899, -120.7,         0, 3,    225.243,  118.9,         0, 4,    1.50064,  138.7,         0
"B3292", 0, 1,    189.546,   -2.6,         0, 2,    196.467, -121.4,         0, 3,    188.476,  117.4,         0, 4,    3.11157,   26.5,         0
"B1134", 0, 1,    195.897,   -1.2,         0, 2,    202.318, -120.7,         0, 3,    195.051,  118.6,         0, 4,    4.10771,   62.6,         0
"B2582", 0, 1,    193.939,   -1.6,         0, 2,     200.85, -120.7,         0, 3,    192.371,  118.1,         0, 4,    4.39594,   62.0,         0
"B768", 0, 1,    199.383,   -3.3,         0, 2,    217.722, -121.3,         0, 3,    211.677,  119.0,         0, 4,     7.1326,   -7.1,         0
"B270", 0, 1,    194.338,   -1.5,         0, 2,    201.267, -120.7,         0, 3,    193.156,  118.2,         0, 4,    4.40113,   60.5,         0
"B3362", 0, 1,    218.352,   -1.4,         0, 2,    216.985, -122.9,         0, 3,    225.245,  119.3,         0, 4,    6.35942, -115.6,         0
"B2665", 0, 1,    193.064,   -1.8,         0, 2,    200.242, -120.7,         0, 3,    191.327,  117.9,         0, 4,    4.60823,   59.1,         0
"B1873", 0, 1,    221.712,   -1.3,         0, 2,    224.303, -121.4,         0, 3,    226.214,  119.3,         0, 4,    1.01002,  -90.4,         0
"B533", 0, 1,    217.819,   -1.3,         0, 2,    215.294, -123.3,         0, 3,    225.659,  119.3,         0, 4,    8.11056, -111.6,         0
"B364", 0, 1,    226.715,   -0.8,         0, 2,     225.95, -120.7,         0, 3,    222.951,  118.9,         0, 4,    3.83528,  129.5,         0
"B334", 0, 1,    229.246,   -0.4,         0, 2,    229.383, -120.4,         0, 3,    229.132,  119.6,         0, 4,    1.26098,  115.3,         0
"B1298", 0, 1,    230.062,   -0.2,         0, 2,     230.12, -120.2,         0, 3,    230.112,  119.8,         0, 4,     1.1123,  105.8,         0
"B1802", 0, 1,    230.036,   -0.2,         0, 2,    230.104, -120.2,         0, 3,    230.093,  119.8,         0, 4,    1.10648,  105.8,         0
"B3097", 0, 1,    230.036,   -0.2,         0, 2,    230.104, -120.2,         0, 3,    230.093,  119.8,         0, 4,    1.10648,  105.8,         0
