Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3, Node4, Magnitude4, Angle4, pu4
"B247", 0, 1,    200.177,   -3.1,         0, 2,    217.864, -121.3,         0, 3,    213.148,  119.0,         0, 4,    7.68395,  -10.5,         0
"B276", 0, 1,    192.934,   -1.9,         0, 2,    200.245, -120.7,         0, 3,    191.186,  117.9,         0, 4,    4.73172,   59.6,         0
"B204", 0, 1,    192.934,   -1.9,         0, 2,    200.245, -120.7,         0, 3,    191.186,  117.9,         0, 4,    4.73172,   59.6,         0
"B312", 0, 1,    226.726,   -0.8,         0, 2,    226.001, -120.7,         0, 3,    225.228,  118.9,         0, 4,     1.6397,  139.6,         0
"B754", 0, 1,    226.838,   -0.7,         0, 2,    226.376, -120.6,         0, 3,    225.328,  119.0,         0, 4,    1.86195,  134.3,         0
"B519", 0, 1,    217.819,   -1.3,         0, 2,    215.294, -123.3,         0, 3,    225.659,  119.3,         0, 4,    8.11056, -111.6,         0
"B1653", 0, 1,    230.001,   -0.2,         0, 2,    230.089, -120.2,         0, 3,    230.079,  119.8,         0, 4,    1.09733,  105.9,         0
"B241", 0, 1,    192.257,   -1.9,         0, 2,    199.433, -121.0,         0, 3,    191.576,  118.0,         0, 4,    3.95739,   45.2,         0
"B1139", 0, 1,    218.791,   -1.4,         0, 2,    218.432, -122.6,         0, 3,    225.182,  119.3,         0, 4,    4.99143, -117.4,         0
"B912", 0, 1,    218.799,   -1.4,         0, 2,    218.436, -122.6,         0, 3,    225.493,  119.3,         0, 4,    5.16628, -114.3,         0
"B435", 0, 1,    193.546,   -1.5,         0, 2,    201.279, -120.7,         0, 3,    193.158,  118.2,         0, 4,    4.84333,   52.3,         0
"B3406", 0, 1,    187.044,   -2.9,         0, 2,    193.563, -121.6,         0, 3,     184.91,  117.0,         0, 4,    2.29181,   28.6,         0
"B2669", 0, 1,    187.044,   -2.9,         0, 2,    193.563, -121.6,         0, 3,     184.91,  117.0,         0, 4,    2.29181,   28.6,         0
"B840", 0, 1,    221.962,   -1.3,         0, 2,    224.287, -121.4,         0, 3,    225.864,  119.3,         0, 4,   0.893528, -123.1,         0
"B1491", 0, 1,    221.966,   -1.3,         0, 2,    224.291, -121.4,         0, 3,    226.127,  119.3,         0, 4,    1.02882, -109.5,         0
"B1890", 0, 1,    201.721,   -2.6,         0, 2,    218.481, -121.1,         0, 3,    213.334,  119.0,         0, 4,    7.02809,    4.0,         0
"B1244", 0, 1,    217.293,   -1.3,         0, 2,    214.021, -123.6,         0, 3,    225.703,  119.3,         0, 4,    9.16779, -111.7,         0
"B404", 0, 1,    201.724,   -2.6,         0, 2,    218.481, -121.1,         0, 3,    213.632,  119.0,         0, 4,     7.1958,    2.0,         0
"B2844", 0, 1,    221.966,   -1.3,         0, 2,    224.291, -121.4,         0, 3,    226.127,  119.3,         0, 4,    1.02882, -109.5,         0
"B1503", 0, 1,    192.934,   -1.9,         0, 2,    200.245, -120.7,         0, 3,    191.186,  117.9,         0, 4,    4.73172,   59.6,         0
"B742", 0, 1,    192.934,   -1.9,         0, 2,    200.245, -120.7,         0, 3,    191.186,  117.9,         0, 4,    4.73172,   59.6,         0
"B2652", 0, 1,    192.934,   -1.9,         0, 2,    200.245, -120.7,         0, 3,    191.186,  117.9,         0, 4,    4.73172,   59.6,         0
"B2989", 0, 1,    192.934,   -1.9,         0, 2,    200.245, -120.7,         0, 3,    191.186,  117.9,         0, 4,    4.73172,   59.6,         0
"B30", 0, 1,    226.726,   -0.8,         0, 2,    225.745, -120.7,         0, 3,    225.228,  118.9,         0, 4,    1.58919,  148.5,         0
"B1998", 0, 1,    218.341,   -1.3,         0, 2,     216.43, -123.0,         0, 3,    225.496,  119.3,         0, 4,    7.04328, -114.0,         0
"B3024", 0, 1,    218.349,   -1.4,         0, 2,    216.897, -123.0,         0, 3,    225.489,  119.3,         0, 4,    6.59273, -113.6,         0
"B1842", 0, 1,    193.567,   -1.7,         0, 2,    200.178, -120.8,         0, 3,    191.903,  118.0,         0, 4,    4.06363,   59.3,         0
"B3378", 0, 1,    199.517,   -3.3,         0, 2,    217.124, -121.3,         0, 3,    212.701,  119.0,         0, 4,    7.67717,  -16.5,         0
"B3143", 0, 1,     199.52,   -3.3,         0, 2,     217.69, -121.3,         0, 3,    212.709,  119.0,         0, 4,    7.84005,  -12.3,         0
"B2789", 0, 1,    217.482,   -1.3,         0, 2,    213.374, -123.5,         0, 3,    225.744,  119.3,         0, 4,    9.88366, -112.3,         0
"B1226", 0, 1,    194.336,   -1.5,         0, 2,    201.253, -120.7,         0, 3,    192.166,  118.2,         0, 4,    4.90207,   70.7,         0
"B2015", 0, 1,    199.975,   -3.1,         0, 2,    217.871, -121.3,         0, 3,    213.148,  119.0,         0, 4,    7.87376,  -10.2,         0
"B1547", 0, 1,    227.187,   -0.7,         0, 2,    226.953, -120.5,         0, 3,    225.633,  119.0,         0, 4,    2.07569,  132.7,         0
"B2564", 0, 1,    187.041,   -2.9,         0, 2,     193.56, -121.6,         0, 3,    184.625,  117.0,         0, 4,    2.28944,   35.7,         0
"B528", 0, 1,     201.72,   -2.6,         0, 2,    218.481, -121.1,         0, 3,     213.32,  119.0,         0, 4,    7.02053,    4.1,         0
"B1634", 0, 1,    192.934,   -1.9,         0, 2,    200.245, -120.7,         0, 3,    191.186,  117.9,         0, 4,    4.73172,   59.6,         0
"B625", 0, 1,    226.727,   -0.8,         0, 2,    225.701, -120.7,         0, 3,    225.228,  118.9,         0, 4,     1.5845,  150.0,         0
"B534", 0, 1,    227.442,   -0.6,         0, 2,    227.975, -120.5,         0, 3,     227.19,  119.3,         0, 4,    1.14828,  102.6,         0
"B2399", 0, 1,    218.048,   -2.1,         0, 2,    224.804, -121.2,         0, 3,    222.939,  119.2,         0, 4,    1.38375,  -38.4,         0
"B3178", 0, 1,    218.048,   -2.1,         0, 2,    224.804, -121.2,         0, 3,    222.939,  119.2,         0, 4,    1.38375,  -38.4,         0
"B1315", 0, 1,    217.972,   -1.3,         0, 2,    215.441, -123.2,         0, 3,    225.625,  119.3,         0, 4,    7.98845, -112.2,         0
"B943", 0, 1,    230.036,   -0.2,         0, 2,    230.104, -120.2,         0, 3,    230.093,  119.8,         0, 4,    1.10648,  105.8,         0
"B3269", 0, 1,    216.958,   -1.4,         0, 2,    214.314, -123.6,         0, 3,    225.403,  119.3,         0, 4,    8.53037, -111.2,         0
"B553", 0, 1,    193.938,   -1.6,         0, 2,    200.846, -120.7,         0, 3,    192.048,  118.1,         0, 4,    4.55081,   65.5,         0
"B1905", 0, 1,    198.573,   -3.3,         0, 2,    217.745, -121.3,         0, 3,    212.512,  119.0,         0, 4,    8.51239,  -10.5,         0
"B2108", 0, 1,    199.396,   -3.3,         0, 2,    217.719, -121.3,         0, 3,    212.514,  119.0,         0, 4,    7.74308,  -11.6,         0
"B2364", 0, 1,    219.742,   -1.4,         0, 2,    220.465, -122.2,         0, 3,    225.683,  119.3,         0, 4,    3.59664, -113.1,         0
"B61", 0, 1,     189.05,   -2.6,         0, 2,    196.763, -121.3,         0, 3,    187.988,  117.4,         0, 4,    3.75355,   33.2,         0
"B541", 0, 1,    197.872,   -3.7,         0, 2,    217.155, -121.4,         0, 3,    212.027,  119.0,         0, 4,    8.59805,  -16.8,         0
"B1091", 0, 1,    219.005,   -1.4,         0, 2,    218.955, -122.5,         0, 3,    225.523,  119.3,         0, 4,    4.73217, -114.3,         0
"B1077", 0, 1,    227.158,   -0.7,         0, 2,    226.887, -120.5,         0, 3,    225.393,  119.0,         0, 4,     2.3673,  136.1,         0
"B2768", 0, 1,    227.158,   -0.7,         0, 2,    226.887, -120.5,         0, 3,    225.393,  119.0,         0, 4,     2.3673,  136.1,         0
"B1378", 0, 1,    227.434,   -0.7,         0, 2,    227.131, -120.5,         0, 3,    226.343,  119.1,         0, 4,     1.5346,  136.5,         0
"B1628", 0, 1,    218.999,   -1.4,         0, 2,    218.952, -122.5,         0, 3,     225.27,  119.3,         0, 4,    4.59022, -117.0,         0
"B794", 0, 1,    197.874,   -3.7,         0, 2,      217.4, -121.4,         0, 3,    212.031,  119.0,         0, 4,    8.66462,  -15.1,         0
"B2347", 0, 1,    192.934,   -1.9,         0, 2,    200.245, -120.7,         0, 3,    191.186,  117.9,         0, 4,    4.73172,   59.6,         0
"B1237", 0, 1,    227.183,   -0.7,         0, 2,    226.943, -120.5,         0, 3,    225.118,  119.0,         0, 4,    2.57914,  130.7,         0
"B1865", 0, 1,    188.852,   -2.8,         0, 2,    196.018, -121.5,         0, 3,    187.121,  117.1,         0, 4,    2.96707,   31.3,         0
"B964", 0, 1,    192.934,   -1.9,         0, 2,    200.245, -120.7,         0, 3,    191.186,  117.9,         0, 4,    4.73172,   59.6,         0
"B699", 0, 1,    192.934,   -1.9,         0, 2,    200.245, -120.7,         0, 3,    191.186,  117.9,         0, 4,    4.73172,   59.6,         0
"B2810", 0, 1,    198.362,   -3.5,         0, 2,    217.536, -121.4,         0, 3,     212.35,  119.0,         0, 4,    8.53929,  -13.7,         0
"B416", 0, 1,    223.375,   -1.2,         0, 2,    225.972, -121.0,         0, 3,    226.602,  119.4,         0, 4,   0.368753,  -78.7,         0
"B288", 0, 1,    218.049,   -2.1,         0, 2,    224.858, -121.2,         0, 3,    222.939,  119.2,         0, 4,    1.34949,  -36.2,         0
"B1200", 0, 1,    218.741,   -1.4,         0, 2,    218.959, -122.5,         0, 3,    225.529,  119.3,         0, 4,    4.60677, -111.4,         0
"B3294", 0, 1,    198.517,   -3.5,         0, 2,    217.531, -121.4,         0, 3,     212.35,  119.0,         0, 4,      8.396,  -13.9,         0
"B2618", 0, 1,    192.934,   -1.9,         0, 2,    200.245, -120.7,         0, 3,    191.186,  117.9,         0, 4,    4.73172,   59.6,         0
"B1988", 0, 1,    221.962,   -1.3,         0, 2,    224.287, -121.4,         0, 3,    225.891,  119.3,         0, 4,   0.904556, -121.6,         0
"B512", 0, 1,    185.428,   -3.0,         0, 2,    192.125, -121.7,         0, 3,    184.746,  117.0,         0, 4,    2.87221,   -2.3,         0
"B402", 0, 1,    185.428,   -3.0,         0, 2,    192.125, -121.7,         0, 3,    184.746,  117.0,         0, 4,    2.87221,   -2.3,         0
"B3153", 0, 1,    192.933,   -1.9,         0, 2,    200.243, -120.7,         0, 3,    191.027,  117.9,         0, 4,     4.7998,   61.2,         0
"B381", 0, 1,    220.833,   -1.3,         0, 2,    222.633, -121.7,         0, 3,    226.003,  119.3,         0, 4,     2.0394, -107.7,         0
"B2901", 0, 1,    218.046,   -2.1,         0, 2,    224.855, -121.1,         0, 3,    222.677,  119.2,         0, 4,    1.10451,  -31.6,         0
"B1852", 0, 1,    197.274,   -3.7,         0, 2,    217.508, -121.4,         0, 3,     211.75,  119.0,         0, 4,    8.86127,  -13.5,         0
"B2761", 0, 1,    230.036,   -0.2,         0, 2,    230.104, -120.2,         0, 3,    230.093,  119.8,         0, 4,    1.10648,  105.8,         0
"B2985", 0, 1,    230.036,   -0.2,         0, 2,    230.104, -120.2,         0, 3,    230.093,  119.8,         0, 4,    1.10648,  105.8,         0
"B2891", 0, 1,    227.156,   -0.7,         0, 2,    226.882, -120.5,         0, 3,    225.128,  119.0,         0, 4,    2.62301,  134.7,         0
"B1591", 0, 1,    190.545,   -2.2,         0, 2,    198.222, -121.1,         0, 3,    189.512,  117.8,         0, 4,    4.18907,   44.3,         0
"B1023", 0, 1,    190.547,   -2.2,         0, 2,    198.225, -121.1,         0, 3,    189.842,  117.8,         0, 4,    4.14542,   39.9,         0
"B2738", 0, 1,    190.547,   -2.2,         0, 2,    198.225, -121.1,         0, 3,    189.842,  117.8,         0, 4,    4.14542,   39.9,         0
"B2723", 0, 1,    202.716,   -2.5,         0, 2,    218.449, -121.2,         0, 3,     214.25,  119.1,         0, 4,    6.61999,   -2.0,         0
"B1725", 0, 1,    217.811,   -1.3,         0, 2,    214.928, -123.3,         0, 3,    225.665,  119.3,         0, 4,    8.45962, -112.0,         0
"B2266", 0, 1,     187.04,   -2.9,         0, 2,    193.559, -121.6,         0, 3,    184.527,  117.0,         0, 4,    2.29684,   38.2,         0
"B1097", 0, 1,    226.663,   -0.1,         0, 2,    231.024, -120.0,         0, 3,    230.941,  120.0,         0, 4,    4.12666,   18.0,         0
"B3080", 0, 1,    192.934,   -1.9,         0, 2,    200.245, -120.7,         0, 3,    191.186,  117.9,         0, 4,    4.73172,   59.6,         0
"B1059", 0, 1,    217.494,   -1.3,         0, 2,    213.859, -123.5,         0, 3,    225.734,  119.3,         0, 4,    9.42371, -111.9,         0
"B1423", 0, 1,    193.311,   -1.8,         0, 2,    200.342, -120.7,         0, 3,    191.159,  117.9,         0, 4,    4.64461,   64.5,         0
"B1718", 0, 1,    217.491,   -1.3,         0, 2,    213.727, -123.5,         0, 3,    225.736,  119.3,         0, 4,    9.54919, -112.0,         0
"B326", 0, 1,    216.943,   -1.4,         0, 2,     214.31, -123.6,         0, 3,    224.978,  119.3,         0, 4,    8.25658, -113.7,         0
"B1098", 0, 1,    200.177,   -3.1,         0, 2,    217.864, -121.3,         0, 3,    213.148,  119.0,         0, 4,    7.68395,  -10.5,         0
"B858", 0, 1,    189.545,   -2.6,         0, 2,    196.759, -121.3,         0, 3,    188.479,  117.4,         0, 4,    3.35647,   29.5,         0
"B1746", 0, 1,    220.833,   -1.3,         0, 2,    222.633, -121.7,         0, 3,    226.003,  119.3,         0, 4,     2.0394, -107.7,         0
"B248", 0, 1,    230.036,   -0.2,         0, 2,    230.104, -120.2,         0, 3,    230.093,  119.8,         0, 4,    1.10648,  105.8,         0
"B3217", 0, 1,    192.934,   -1.9,         0, 2,    200.245, -120.7,         0, 3,    191.186,  117.9,         0, 4,    4.73172,   59.6,         0
"B2530", 0, 1,    185.428,   -3.0,         0, 2,    191.812, -121.7,         0, 3,    184.745,  117.0,         0, 4,    2.74961,   -8.3,         0
"B1544", 0, 1,     200.93,   -2.9,         0, 2,    218.178, -121.2,         0, 3,    213.792,  119.0,         0, 4,    7.66217,   -6.8,         0
"B1772", 0, 1,    201.245,   -2.9,         0, 2,    218.169, -121.2,         0, 3,    213.792,  119.0,         0, 4,    7.36314,   -7.1,         0
"B1326", 0, 1,    227.154,   -0.7,         0, 2,    226.879, -120.5,         0, 3,    225.362,  119.0,         0, 4,    2.40517,  136.4,         0
"B2779", 0, 1,    197.462,   -3.7,         0, 2,    217.481, -121.4,         0, 3,    211.872,  119.0,         0, 4,    8.83392,  -14.0,         0
"B466", 0, 1,    226.363,   -0.8,         0, 2,    225.901, -120.7,         0, 3,    225.246,  118.9,         0, 4,    1.32568,  130.7,         0
"B1501", 0, 1,    226.622,   -0.8,         0, 2,    225.899, -120.7,         0, 3,    225.243,  118.9,         0, 4,    1.50064,  138.7,         0
"B1095", 0, 1,     219.74,   -1.4,         0, 2,    220.198, -122.2,         0, 3,    225.685,  119.3,         0, 4,    3.85857, -113.4,         0
"B1444", 0, 1,    229.099,   -0.4,         0, 2,     229.21, -120.4,         0, 3,    229.427,  119.6,         0, 4,    1.00237,   96.8,         0
"B298", 0, 1,    190.213,   -2.2,         0, 2,    198.231, -121.1,         0, 3,    189.843,  117.8,         0, 4,    4.40613,   37.1,         0
"B191", 0, 1,    197.443,   -3.7,         0, 2,    217.482, -121.4,         0, 3,    211.872,  119.0,         0, 4,    8.85166,  -13.9,         0
"B2349", 0, 1,     218.04,   -2.1,         0, 2,     224.85, -121.1,         0, 3,     222.24,  119.2,         0, 4,   0.729995,  -17.1,         0
"B2737", 0, 1,    197.508,   -3.7,         0, 2,    217.504, -121.4,         0, 3,    211.133,  119.0,         0, 4,    8.15875,  -11.2,         0
"B1824", 0, 1,     226.58,   -0.7,         0, 2,    226.379, -120.6,         0, 3,    225.331,  119.0,         0, 4,    1.69993,  127.7,         0
"B2283", 0, 1,    199.392,   -3.3,         0, 2,     217.72, -121.3,         0, 3,    212.274,  119.0,         0, 4,    7.56301,  -10.4,         0
"B578", 0, 1,    186.689,   -3.0,         0, 2,    193.281, -121.6,         0, 3,     184.42,  117.0,         0, 4,     2.3489,   31.0,         0
