Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3, Node4, Magnitude4, Angle4, pu4
"B2826", 0, 1,    228.364,   -0.5,         0, 2,    227.894, -120.6,         0, 3,    228.063,  119.4,         0, 4,   0.908518,  -65.8,         0
"B903", 0, 1,    226.431,   -0.7,         0, 2,    226.375, -120.9,         0, 3,    227.869,  119.5,         0, 4,     2.3304,  -57.4,         0
"B2176", 0, 1,    214.572,   -3.0,         0, 2,    226.808, -120.7,         0, 3,    220.125,  118.9,         0, 4,    5.66757,   -1.4,         0
"B44", 0, 1,    220.417,   -2.0,         0, 2,    227.481, -120.6,         0, 3,    224.052,  119.2,         0, 4,    4.09937,  -11.4,         0
"B2317", 0, 1,    229.597,   -0.3,         0, 2,    229.518, -120.3,         0, 3,    229.327,  119.6,         0, 4,   0.880487,  -15.3,         0
"B1813", 0, 1,     229.44,   -0.3,         0, 2,    229.239, -120.4,         0, 3,    228.008,  119.5,         0, 4,   0.461295,   94.6,         0
"B1859", 0, 1,    215.748,   -2.9,         0, 2,    226.506, -120.7,         0, 3,    221.173,  119.0,         0, 4,    5.39725,  -11.0,         0
"B468", 0, 1,    230.927,    0.0,         0, 2,    230.935, -120.0,         0, 3,     230.93,  120.0,         0, 4,    1.31353,   -6.5,         0
"B2518", 0, 1,    230.927,    0.0,         0, 2,    230.934, -120.0,         0, 3,    230.931,  120.0,         0, 4,    1.31424,   -6.5,         0
"B1144", 0, 1,    214.232,   -3.3,         0, 2,    226.505, -120.8,         0, 3,    219.304,  118.7,         0, 4,    5.17382,   -5.0,         0
"B2401", 0, 1,    229.318,   -0.4,         0, 2,     229.06, -120.4,         0, 3,    228.405,  119.5,         0, 4,   0.187936,  -38.5,         0
"B2892", 0, 1,    227.345,   -0.6,         0, 2,    227.202, -120.8,         0, 3,    228.273,  119.5,         0, 4,    1.90664,  -51.7,         0
"B1487", 0, 1,    227.345,   -0.6,         0, 2,    227.202, -120.8,         0, 3,    228.273,  119.5,         0, 4,    1.90664,  -51.7,         0
"B1753", 0, 1,    229.203,   -0.4,         0, 2,    229.065, -120.4,         0, 3,    228.703,  119.5,         0, 4,   0.559324,  -39.5,         0
"B1489", 0, 1,    214.257,   -3.2,         0, 2,    226.844, -120.8,         0, 3,    220.453,  118.9,         0, 4,    6.04566,   -5.8,         0
"B961", 0, 1,    214.527,   -3.2,         0, 2,    226.837, -120.8,         0, 3,    220.453,  118.9,         0, 4,    5.78676,   -6.0,         0
"B1285", 0, 1,    214.523,   -3.2,         0, 2,    226.837, -120.8,         0, 3,    220.171,  118.9,         0, 4,    5.60017,   -3.9,         0
"B2805", 0, 1,    219.138,   -2.2,         0, 2,    227.239, -120.7,         0, 3,    222.844,  119.1,         0, 4,    4.17573,   -7.3,         0
"B1573", 0, 1,    218.171,   -2.3,         0, 2,     227.03, -120.7,         0, 3,     222.81,  119.1,         0, 4,    4.93175,  -11.6,         0
"B2884", 0, 1,    218.431,   -2.3,         0, 2,    227.023, -120.7,         0, 3,    222.809,  119.1,         0, 4,    4.68641,  -12.3,         0
"B707", 0, 1,    224.184,   -1.0,         0, 2,    223.428, -121.4,         0, 3,    225.981,  119.3,         0, 4,    3.27269,  -87.7,         0
"B1188", 0, 1,    227.994,   -0.6,         0, 2,    227.918, -120.6,         0, 3,    227.664,  119.3,         0, 4,   0.503881,  -65.3,         0
"B2806", 0, 1,    227.986,   -0.6,         0, 2,    227.909, -120.6,         0, 3,    227.034,  119.2,         0, 4,   0.153472,  153.6,         0
"B1543", 0, 1,    216.921,   -2.6,         0, 2,    226.928, -120.7,         0, 3,     221.76,  119.0,         0, 4,    5.06513,   -7.8,         0
"B2053", 0, 1,    227.746,   -0.6,         0, 2,    227.922, -120.6,         0, 3,    227.667,  119.3,         0, 4,    0.63542,  -43.9,         0
"B3066", 0, 1,     228.62,   -0.4,         0, 2,    228.492, -120.5,         0, 3,    228.233,  119.5,         0, 4,   0.622392,  -30.9,         0
"B1039", 0, 1,    228.036,   -0.6,         0, 2,    225.531, -120.8,         0, 3,     227.78,  119.3,         0, 4,     2.9004, -100.8,         0
"B11", 0, 1,    227.258,   -0.6,         0, 2,    226.701, -120.8,         0, 3,    227.902,  119.4,         0, 4,    1.95012,  -70.7,         0
"B1570", 0, 1,    212.304,   -3.8,         0, 2,    226.638, -120.8,         0, 3,    218.186,  118.5,         0, 4,    5.54802,   -1.7,         0
"B2201", 0, 1,    211.231,   -3.8,         0, 2,    226.669, -120.8,         0, 3,    218.184,  118.5,         0, 4,    6.58331,   -1.5,         0
"B2732", 0, 1,    211.505,   -3.8,         0, 2,    226.661, -120.8,         0, 3,    218.184,  118.5,         0, 4,    6.31873,   -1.6,         0
"B830", 0, 1,    224.527,   -1.2,         0, 2,    228.439, -120.5,         0, 3,    226.746,  119.4,         0, 4,    2.98023,   -9.6,         0
"B1558", 0, 1,    229.311,   -0.4,         0, 2,    228.866, -120.4,         0, 3,    228.649,  119.5,         0, 4,   0.581375,  -68.8,         0
"B2657", 0, 1,    220.417,   -2.0,         0, 2,    227.344, -120.6,         0, 3,    224.051,  119.2,         0, 4,    4.06218,  -13.3,         0
"B1401", 0, 1,    224.203,   -1.2,         0, 2,     227.89, -120.5,         0, 3,    226.745,  119.4,         0, 4,    3.15274,  -18.3,         0
"B1694", 0, 1,    224.204,   -1.2,         0, 2,    228.139, -120.5,         0, 3,    226.746,  119.4,         0, 4,    3.20163,  -13.7,         0
"B2362", 0, 1,    225.221,   -1.0,         0, 2,    225.674, -121.2,         0, 3,    227.535,  119.5,         0, 4,    3.07576,  -52.6,         0
"B3006", 0, 1,    228.723,   -0.4,         0, 2,     228.58, -120.5,         0, 3,    227.795,  119.4,         0, 4,   0.222905,   29.5,         0
"B1022", 0, 1,    224.204,   -1.2,         0, 2,    228.139, -120.5,         0, 3,    226.746,  119.4,         0, 4,    3.20163,  -13.7,         0
"B1791", 0, 1,    224.733,   -0.9,         0, 2,    224.634, -121.2,         0, 3,    226.104,  119.3,         0, 4,    2.22644,  -80.0,         0
"B1196", 0, 1,    224.738,   -0.9,         0, 2,    224.637, -121.2,         0, 3,    226.358,  119.3,         0, 4,    2.46617,  -77.6,         0
"B2017", 0, 1,    212.998,   -3.7,         0, 2,    226.506, -120.8,         0, 3,    218.498,  118.6,         0, 4,    5.29841,   -5.0,         0
"B2701", 0, 1,    225.273,   -0.8,         0, 2,    225.428, -121.1,         0, 3,    227.155,  119.4,         0, 4,     2.5692,  -62.1,         0
"B1395", 0, 1,    224.085,   -1.0,         0, 2,    225.072, -121.2,         0, 3,      227.8,  119.5,         0, 4,    4.20051,  -48.0,         0
"B1545", 0, 1,    216.645,   -2.6,         0, 2,    226.935, -120.7,         0, 3,     221.76,  119.0,         0, 4,    5.32897,   -7.3,         0
"B2860", 0, 1,    224.913,   -1.1,         0, 2,    225.577, -121.3,         0, 3,    227.831,  119.5,         0, 4,    3.57246,  -49.8,         0
"B1129", 0, 1,     229.45,   -0.3,         0, 2,    228.878, -120.4,         0, 3,    228.928,  119.5,         0, 4,   0.713605,  -64.0,         0
"B990", 0, 1,    229.423,   -0.4,         0, 2,    229.292, -120.4,         0, 3,    229.564,  119.7,         0, 4,    1.44861,  -18.5,         0
"B2910", 0, 1,     227.99,   -0.6,         0, 2,    227.915, -120.6,         0, 3,    227.414,  119.3,         0, 4,   0.258687,  -73.9,         0
"B785", 0, 1,     216.58,   -2.6,         0, 2,    226.348, -120.7,         0, 3,    221.754,  119.0,         0, 4,    5.20028,  -13.5,         0
"B1741", 0, 1,     225.63,   -0.9,         0, 2,    224.598, -121.2,         0, 3,    227.798,  119.5,         0, 4,    3.82066,  -72.4,         0
"B143", 0, 1,    215.749,   -2.9,         0, 2,    226.753, -120.7,         0, 3,    221.176,  119.0,         0, 4,    5.47936,   -8.4,         0
"B3315", 0, 1,     228.62,   -0.4,         0, 2,    228.492, -120.5,         0, 3,    228.233,  119.5,         0, 4,   0.622392,  -30.9,         0
"B3000", 0, 1,    212.568,   -3.8,         0, 2,     226.63, -120.8,         0, 3,    217.685,  118.5,         0, 4,    4.99749,    2.8,         0
"B1009", 0, 1,    214.948,   -3.1,         0, 2,    226.758, -120.8,         0, 3,    220.281,  118.9,         0, 4,    5.28061,   -5.3,         0
"B1773", 0, 1,    228.122,   -0.5,         0, 2,    228.597, -120.5,         0, 3,    228.358,  119.5,         0, 4,     1.1502,  -15.7,         0
"B1884", 0, 1,    225.554,   -0.8,         0, 2,    225.423, -121.1,         0, 3,    227.152,  119.4,         0, 4,     2.4732,  -68.0,         0
"B640", 0, 1,     215.22,   -3.0,         0, 2,    226.792, -120.7,         0, 3,     220.78,  118.9,         0, 4,    5.47105,   -7.0,         0
"B2269", 0, 1,    224.723,   -0.9,         0, 2,    224.309, -121.3,         0, 3,    226.267,  119.3,         0, 4,     2.7159,  -83.5,         0
"B2718", 0, 1,    225.554,   -0.8,         0, 2,    225.423, -121.1,         0, 3,    227.152,  119.4,         0, 4,     2.4732,  -68.0,         0
"B1652", 0, 1,    225.196,   -0.9,         0, 2,    224.769, -121.2,         0, 3,    226.827,  119.4,         0, 4,    2.71965,  -76.4,         0
"B2433", 0, 1,    227.344,   -0.6,         0, 2,    227.042, -120.8,         0, 3,    228.273,  119.5,         0, 4,     1.9798,  -55.9,         0
"B3079", 0, 1,    215.066,   -3.0,         0, 2,    226.627, -120.7,         0, 3,     220.31,  118.9,         0, 4,    5.36386,   -5.8,         0
"B1845", 0, 1,    214.714,   -3.2,         0, 2,    226.838, -120.7,         0, 3,    220.469,  118.9,         0, 4,    5.56026,   -5.6,         0
"B2987", 0, 1,    212.709,   -3.7,         0, 2,    226.514, -120.8,         0, 3,    218.499,  118.6,         0, 4,     5.5778,   -4.7,         0
"B812", 0, 1,    228.846,   -0.4,         0, 2,    228.314, -120.5,         0, 3,    228.316,  119.5,         0, 4,   0.674008,  -62.9,         0
"B495", 0, 1,     228.62,   -0.4,         0, 2,    228.492, -120.5,         0, 3,    228.233,  119.5,         0, 4,   0.622479,  -30.9,         0
"B2514", 0, 1,    225.017,   -0.9,         0, 2,    224.386, -121.2,         0, 3,    226.595,  119.3,         0, 4,    2.91557,  -81.5,         0
"B1523", 0, 1,    228.052,   -0.6,         0, 2,    227.392, -120.7,         0, 3,    227.768,  119.3,         0, 4,    1.23382,  -76.8,         0
"B1994", 0, 1,    218.417,   -2.3,         0, 2,    226.355, -120.7,         0, 3,    222.207,  119.1,         0, 4,    4.06299,  -15.9,         0
"B543", 0, 1,    214.951,   -3.1,         0, 2,    226.758, -120.8,         0, 3,    220.542,  118.9,         0, 4,    5.45696,   -7.4,         0
"B2239", 0, 1,     228.62,   -0.4,         0, 2,    228.492, -120.5,         0, 3,    228.233,  119.5,         0, 4,   0.622408,  -30.9,         0
"B1902", 0, 1,    225.198,   -0.9,         0, 2,    225.057, -121.2,         0, 3,    226.826,  119.4,         0, 4,    2.50926,  -72.0,         0
"B355", 0, 1,    223.868,   -1.0,         0, 2,    223.679, -121.4,         0, 3,    225.942,  119.3,         0, 4,    3.01312,  -80.7,         0
"B2856", 0, 1,    214.527,   -3.2,         0, 2,    226.837, -120.8,         0, 3,    220.453,  118.9,         0, 4,    5.78676,   -6.0,         0
"B1676", 0, 1,     228.62,   -0.4,         0, 2,    228.492, -120.5,         0, 3,    228.233,  119.5,         0, 4,   0.622399,  -30.9,         0
"B1662", 0, 1,     228.62,   -0.4,         0, 2,    228.492, -120.5,         0, 3,    228.233,  119.5,         0, 4,   0.622397,  -30.9,         0
"B438", 0, 1,    214.664,   -3.2,         0, 2,    226.808, -120.8,         0, 3,    220.297,  118.9,         0, 4,    5.60317,   -4.9,         0
"B315", 0, 1,    214.668,   -3.2,         0, 2,    226.807, -120.8,         0, 3,    220.578,  118.9,         0, 4,    5.79284,   -7.0,         0
"B1031", 0, 1,    224.665,   -1.1,         0, 2,    225.308, -121.3,         0, 3,    227.824,  119.5,         0, 4,    3.78995,  -50.9,         0
"B1360", 0, 1,    228.365,   -0.5,         0, 2,    228.143, -120.6,         0, 3,    228.063,  119.4,         0, 4,   0.772207,  -51.4,         0
"B2335", 0, 1,    212.571,   -3.8,         0, 2,    226.631, -120.8,         0, 3,    217.912,  118.5,         0, 4,    5.12327,    0.7,         0
"B360", 0, 1,    225.625,   -0.9,         0, 2,    224.204, -121.2,         0, 3,    227.799,  119.5,         0, 4,    4.10473,  -76.3,         0
"B316", 0, 1,    230.909,    0.0,         0, 2,    230.867, -120.0,         0, 3,    227.223,  119.9,         0, 4,    2.95091,  104.6,         0
"B1947", 0, 1,    214.368,   -3.2,         0, 2,    226.816, -120.8,         0, 3,    220.579,  118.9,         0, 4,    6.07971,   -6.6,         0
"B215", 0, 1,     228.62,   -0.4,         0, 2,    228.492, -120.5,         0, 3,    228.233,  119.5,         0, 4,   0.622399,  -30.9,         0
"B2421", 0, 1,    213.511,   -3.5,         0, 2,    226.474, -120.8,         0, 3,    218.641,  118.6,         0, 4,    5.10413,   -4.3,         0
"B3058", 0, 1,    213.317,   -3.6,         0, 2,    226.072, -120.8,         0, 3,    218.798,  118.6,         0, 4,    5.28919,  -11.2,         0
"B2486", 0, 1,     214.24,   -3.3,         0, 2,    226.785, -120.8,         0, 3,     220.48,  118.9,         0, 4,    6.12563,   -7.3,         0
"B2709", 0, 1,    224.736,   -0.9,         0, 2,    224.374, -121.2,         0, 3,    226.359,  119.3,         0, 4,    2.67347,  -81.2,         0
"B3076", 0, 1,    224.664,   -1.1,         0, 2,    225.582, -121.3,         0, 3,    227.834,  119.5,         0, 4,    3.71909,  -46.7,         0
"B522", 0, 1,    224.406,   -1.1,         0, 2,    225.314, -121.3,         0, 3,    227.827,  119.5,         0, 4,    3.93817,  -47.9,         0
"B1682", 0, 1,     224.63,   -0.9,         0, 2,    224.859, -121.2,         0, 3,    226.554,  119.3,         0, 4,    2.49132,  -68.3,         0
"B1333", 0, 1,    224.116,   -1.0,         0, 2,    223.672, -121.4,         0, 3,    225.707,  119.2,         0, 4,    2.79937,  -87.7,         0
"B2756", 0, 1,    229.597,   -0.3,         0, 2,    229.518, -120.3,         0, 3,    229.327,  119.6,         0, 4,   0.880487,  -15.3,         0
"B2724", 0, 1,    213.363,   -3.3,         0, 2,    225.898, -120.8,         0, 3,    220.423,  118.9,         0, 4,    6.63668,  -14.4,         0
"B102", 0, 1,    214.964,   -3.1,         0, 2,    226.247, -120.8,         0, 3,    220.741,  118.9,         0, 4,    5.53994,  -12.9,         0
"B944", 0, 1,    228.723,   -0.4,         0, 2,    228.474, -120.5,         0, 3,    227.986,  119.5,         0, 4,    0.34515,  -30.6,         0
"B245", 0, 1,    228.053,   -0.6,         0, 2,    227.636, -120.7,         0, 3,    227.768,  119.3,         0, 4,      1.056,  -68.3,         0
"B846", 0, 1,    227.232,   -0.6,         0, 2,    226.916, -120.8,         0, 3,      225.7,  119.4,         0, 4,   0.508012,  154.2,         0
"B1788", 0, 1,    227.234,   -0.6,         0, 2,    226.918, -120.8,         0, 3,     225.84,  119.4,         0, 4,   0.394013,  164.7,         0
"B1620", 0, 1,    224.121,   -1.0,         0, 2,    223.674, -121.4,         0, 3,    225.938,  119.3,         0, 4,    3.00478,  -85.4,         0
"B613", 0, 1,    227.249,   -0.6,         0, 2,    226.941, -120.8,         0, 3,    227.246,  119.4,         0, 4,    1.13656,  -69.9,         0
"B2785", 0, 1,    229.911,   -0.2,         0, 2,     230.01, -120.2,         0, 3,    230.034,  119.8,         0, 4,    1.34584,   -6.9,         0
"B1671", 0, 1,    229.911,   -0.2,         0, 2,     230.01, -120.2,         0, 3,    230.034,  119.8,         0, 4,    1.34584,   -6.9,         0
"B3393", 0, 1,    214.966,   -3.1,         0, 2,    226.788, -120.8,         0, 3,    220.747,  118.9,         0, 4,    5.71717,   -7.4,         0
"B3186", 0, 1,    227.259,   -0.6,         0, 2,    226.948, -120.8,         0, 3,    227.902,  119.4,         0, 4,    1.78641,  -64.9,         0
"B2682", 0, 1,    229.024,   -0.4,         0, 2,    228.862, -120.4,         0, 3,    228.578,  119.5,         0, 4,   0.599052,  -26.4,         0
"B3260", 0, 1,    216.496,   -2.6,         0, 2,    226.939, -120.7,         0, 3,     221.76,  119.0,         0, 4,    5.47195,   -7.1,         0
"B1310", 0, 1,    214.961,   -3.0,         0, 2,    226.799, -120.7,         0, 3,     220.78,  118.9,         0, 4,     5.7198,   -6.6,         0
"B1227", 0, 1,    227.039,   -0.6,         0, 2,    227.207, -120.8,         0, 3,    228.276,  119.5,         0, 4,    2.08982,  -44.8,         0
"B2893", 0, 1,    224.262,   -1.2,         0, 2,    228.445, -120.5,         0, 3,    226.748,  119.4,         0, 4,    3.23415,   -8.6,         0
"B2904", 0, 1,    229.242,   -0.4,         0, 2,    229.645, -120.3,         0, 3,    229.641,  119.7,         0, 4,     1.5417,    1.4,         0
"B1808", 0, 1,    211.425,   -3.9,         0, 2,    226.702, -120.7,         0, 3,    217.106,  118.4,         0, 4,    5.69687,    6.8,         0
"B70", 0, 1,     225.63,   -0.9,         0, 2,    224.593, -121.2,         0, 3,    227.798,  119.5,         0, 4,    3.82445,  -72.5,         0
"B157", 0, 1,    214.708,   -3.2,         0, 2,    226.838, -120.7,         0, 3,    219.994,  118.8,         0, 4,    5.25576,   -1.8,         0
"B2163", 0, 1,    212.987,   -3.7,         0, 2,    226.068, -120.8,         0, 3,    217.775,  118.5,         0, 4,    4.65576,   -3.4,         0
"B2544", 0, 1,     218.42,   -2.3,         0, 2,    226.078, -120.7,         0, 3,    222.462,  119.1,         0, 4,    4.22887,  -21.9,         0
"B1838", 0, 1,    214.668,   -3.2,         0, 2,    226.807, -120.8,         0, 3,    220.578,  118.9,         0, 4,    5.79284,   -7.0,         0
"B1785", 0, 1,    229.892,   -0.2,         0, 2,    229.993, -120.2,         0, 3,    230.025,  119.8,         0, 4,    1.34745,   -7.3,         0
"B1542", 0, 1,    224.488,   -1.0,         0, 2,    224.556, -121.2,         0, 3,    226.285,  119.3,         0, 4,    2.44265,  -75.3,         0
"B1766", 0, 1,    214.071,   -3.1,         0, 2,    226.813, -120.8,         0, 3,    220.361,  118.9,         0, 4,    6.31391,   -3.9,         0
"B147", 0, 1,    219.141,   -2.2,         0, 2,     226.83, -120.7,         0, 3,    223.169,  119.1,         0, 4,    4.30065,  -15.8,         0
"B2144", 0, 1,    214.947,   -3.1,         0, 2,    225.879, -120.8,         0, 3,    220.533,  118.9,         0, 4,    5.20034,  -16.8,         0
"B2284", 0, 1,    229.944,   -0.2,         0, 2,    230.025, -120.2,         0, 3,    230.057,  119.8,         0, 4,    1.34318,   -6.5,         0
"B731", 0, 1,    224.663,   -1.1,         0, 2,     225.05, -121.3,         0, 3,    227.824,  119.5,         0, 4,    3.89716,  -54.4,         0
"B1032", 0, 1,     229.02,   -0.4,         0, 2,    228.859, -120.4,         0, 3,     228.31,  119.5,         0, 4,   0.388839,   -6.4,         0
"B303", 0, 1,    216.296,   -2.6,         0, 2,    226.637, -120.7,         0, 3,    221.758,  119.0,         0, 4,    5.55213,   -9.9,         0
"B3234", 0, 1,    214.864,   -3.0,         0, 2,      226.8, -120.7,         0, 3,    219.848,  118.9,         0, 4,      5.217,    0.9,         0
"B187", 0, 1,    227.243,   -0.6,         0, 2,    226.936, -120.8,         0, 3,     226.86,  119.4,         0, 4,   0.763952,  -76.9,         0
"B1", 0, 1,    228.036,   -0.6,         0, 2,    225.532, -120.8,         0, 3,     227.78,  119.3,         0, 4,    2.89953, -100.8,         0
"B2361", 0, 1,    225.633,   -0.9,         0, 2,     224.87, -121.2,         0, 3,    227.797,  119.5,         0, 4,    3.63567,  -69.3,         0
"B201", 0, 1,    213.039,   -3.6,         0, 2,    226.408, -120.8,         0, 3,     218.74,  118.6,         0, 4,    5.59924,   -7.4,         0
"B46", 0, 1,    215.062,   -3.0,         0, 2,    226.627, -120.7,         0, 3,    220.048,  118.9,         0, 4,    5.19217,   -3.6,         0
"B2699", 0, 1,    224.594,   -1.0,         0, 2,    224.537, -121.2,         0, 3,    226.033,  119.3,         0, 4,    2.24723,  -80.1,         0
"B2111", 0, 1,    225.198,   -0.9,         0, 2,    225.057, -121.2,         0, 3,    226.826,  119.4,         0, 4,    2.50926,  -72.0,         0
"B795", 0, 1,    213.886,   -3.0,         0, 2,     226.66, -120.7,         0, 3,     220.31,  118.9,         0, 4,    6.49663,   -4.7,         0
"B1351", 0, 1,     228.62,   -0.4,         0, 2,    228.492, -120.5,         0, 3,    228.233,  119.5,         0, 4,   0.622392,  -30.9,         0
"B1769", 0, 1,    229.437,   -0.3,         0, 2,    229.234, -120.4,         0, 3,    227.705,  119.5,         0, 4,   0.739241,  106.0,         0
"B2675", 0, 1,    228.726,   -0.4,         0, 2,    228.238, -120.5,         0, 3,    228.222,  119.5,         0, 4,   0.672499,  -61.1,         0
"B1605", 0, 1,    224.895,   -1.0,         0, 2,    224.782, -121.2,         0, 3,    227.791,  119.5,         0, 4,    3.91688,  -61.1,         0
"B2450", 0, 1,    210.841,   -3.9,         0, 2,    226.718, -120.7,         0, 3,    217.105,  118.4,         0, 4,    6.26019,    6.1,         0
"B771", 0, 1,    213.874,   -3.3,         0, 2,    226.191, -120.8,         0, 3,    219.553,  118.8,         0, 4,    5.57037,   -9.8,         0
"B2780", 0, 1,    219.143,   -2.2,         0, 2,     227.24, -120.7,         0, 3,    223.173,  119.1,         0, 4,    4.40771,  -10.4,         0
"B2065", 0, 1,     218.43,   -2.3,         0, 2,    226.782, -120.7,         0, 3,    222.807,  119.1,         0, 4,    4.62507,  -15.2,         0
"B2278", 0, 1,     224.32,   -1.0,         0, 2,    223.546, -121.4,         0, 3,    226.059,  119.3,         0, 4,    3.24791,  -87.3,         0
"B1636", 0, 1,     228.62,   -0.4,         0, 2,    228.492, -120.5,         0, 3,    228.233,  119.5,         0, 4,   0.622446,  -30.9,         0
"B1181", 0, 1,    228.846,   -0.4,         0, 2,    228.577, -120.5,         0, 3,    228.316,  119.5,         0, 4,   0.555257,  -40.6,         0
